,name
812,Nasdaq BulletShares High Yield 5 Year Ladder
813,Nasdaq BulletShares High Yield 3 Year Ladder TR
814,Nasdaq BulletShares High Yield 3 Year Ladder
815,Nasdaq Australia Completion Cap Gross Local Return
816,Nasdaq BulletShares Investment Grade 5 Year Ladder
817,Nasdaq 100 TR
818,Nasdaq International Dividend Achievers Local
819,NASDAQ Nordea SmartBeta Dividend Sweden PR
820,Dow Jones U.S. Completion TSM
821,DJ US
822,DJ Value
823,Dynamic Daily Long Exposure to Vol
824,Dynamic Emarket Intellidex
825,EFA ETF Vol
826,Energy Select Sector NTR
827,FTSE Environmental Opportunities USA
828,FTSE GWA US
829,NASDAQ Nordea SmartBeta Dividend Momentum PR
830,NQ OMX Russia 15
831,NASDAQ Nordea SmartBeta Volatility Sweden PR
832,NASDAQ Nordea SmartBeta Momentum Volatility PR
833,NASDAQ Nordea SmartBeta Momentum Sweden PR
834,FTSE RAFI US 1000
835,FTSE RAFI US 1000 Net
836,FTSE RAFI US 1500 Mid Small
837,FTSE RAFI US Mid Small 1500
838,FTSE Shariah USA
839,NASDAQ Nordea SmartBeta Dividend Volatility PR
840,Nasdaq North America Air Transportation
841,NQ 100 Leveraged Notional Net Return
842,NQ 100 Hedged EUR Net TR
843,NQ 100 Double Leverage
844,ISE BICK TR
845,ISE BICK
846,Investing.com US 500
847,US 50
848,Investing US 30
849,ICE Crude Oil
850,Horizon Kinetics ISE Wealth TR
851,Horizon Kinetics ISE Wealth
852,Horizon Kinetics ISE International Wealth PR
853,ISE British Pound FX
854,HK ISE Global Wealth TR
855,HK ISE Asia ex Japan Wealth TR
856,HK ISE Asia ex Japan Wealth Price
857,HFRX GlbFdIdx
858,Hashdex Digital Assets
859,FTSE US 500
860,FTSE USA
861,FTSE4Good US 100
862,FTSE4Good US Benchmark
863,Gold x5 Leveraged
864,HK ISE Global Wealth Price
865,ISE CHIndia
866,ISE ChIndia TR
867,ISE ETF 50 Price Return
868,Mini Nasdaq 100
869,Kinetics ISE International Wealth TR
870,KBW Nasdaq Financial Technology NNR 85
871,KBW Nasdaq Financial Technology NNR 70
872,Jumbo CBOE Volatility
873,ISE Water TR
874,ISE SINdex TR
875,ISE SINdex
876,ISE Mobile Payments GTR
877,ISE Mobile Payments
878,ISE Junior Silver Small Cap Miners/Explorers TR
879,ISE HiInc TR
880,ISE HiInc PR
881,ISE Global Wind Energy TR
882,ISE Global Engineerng and Construction
883,ISE Global Engineering & Construction TR
884,ISE Exclusively Homebuilders TR
885,ISE Exclusively Homebuilders
886,ISE ETF Composite TR
887,ISE ETF Composite
888,ISE ETF 50 TR
889,DJ Top-Cap
890,DJ Small-Cap Value
891,DJ Small-Cap Growth
892,DJ Small-Cap
893,NQ US Benchmark Life Insurance
894,NQ US Large Cap
895,Nasdaq US High Yield Factor
896,Nasdaq US Growth Factor
897,NQ US Benchmark
898,NQ US 450 TR
899,NQ US 450
900,NQ US 300 TR
901,NQ US 300
902,Nasdaq US Large Cap Equities for Rising Rates
903,NQ US 1500
904,Nasdaq Riskalyze US Mid Cap
905,Nasdaq Riskalyze US Large Cap Select Dividend
906,Nasdaq Riskalyze US Large Cap
907,Nasdaq Riskalyze Emerging Markets
908,Nasdaq Riskalyze Developed Markets
909,CBOE Oil 1/10 Value
910,CBOE Reduced-Value
911,NQ Q-50
912,CBOE Russell 2000 Buy Write
913,Nasdaq Riskalyze US Small Cap
914,NQ US Large Cap TR
915,Nasdaq US Low Volatility Factor
916,NQ US Mid Cap
917,NYSE Composite TR
918,NYSE Composite Mini Value
919,NYSE Bitcoin
920,NASDAQ-100 Target 25 Net Excess Return
921,NASDAQ-100 Target 25 Excess Return
922,NASDAQ 100 VIX
923,NASDAQ-100 Target 25
924,CBOE Nasdaq100 Buywrite
925,Nasdaq-100 Notional Net TR
926,NQ-100 Ex-Tech TR
927,Nasdaq Victory Multi-Factor US Minimum Volatility
928,CBOE Near-Term Vix
929,Nasdaq Victory Dividend Accelerator Dividend Point
930,Nasdaq Victory Dividend Accelerator
931,Nasdaq US Value Factor
932,NQ US Small Cap
933,CBOE OEX Implied Volatility
934,Nasdaq US Quality Factor
935,Nasdaq US Multi-Asset Diversified Income NTR
936,Nasdaq US Momentum Factor
937,NQ US Mid Cap TR
938,CBOE Russell 2000 Volatility
939,NYSE International 100 Mini
940,CBOE S&P 500 3 Month Volatility
941,CBOE S&P 500 Implied Correlation 2014
942,Cohen & Steers Realty Majors Portfolio
943,CRSP US Mid Cap TR
944,CRSP US Small Cap TR
945,CRSP US Total Market TR
946,DJIA BuyWrite
947,DJIA Volatility
948,DJl Average Net TR
949,DJ Dividend 100
950,DJ EW US Corporate Bond
951,Cohen Steers Global Realty Majors Portfolio
952,DJ Growth
953,DJ Large-Cap
954,DJ Large-Cap Growth
955,DJ Large-Cap Value
956,DJ Low-Cap
957,DJ Mid-Cap
958,DJ Mid-Cap Growth
959,DJ Mid-Cap Value
960,DJ Select Dividend
961,DJ Select Micro-Cap
962,DJ High Yield Select 10
963,FX Yen Volatility
964,FX Euro Volatility
965,FX British Pound Volatility
966,CBOE S&P 500 Implied Correlation 2015
967,CBOE S&P 500 Putwrite
968,S&P 500 Short Term Volatility
969,CBOE S&P500 Buy Write 2% Otm
970,CBOE S&P500 Dec Volatility
971,CBOE S&P500 Jun Volatility
972,CBOE S&P500 Mar Volatility
973,CBOE S&P500 Sep Volatility
974,CBOE Silver Etf Volatility
975,CBOE SKEW
976,SPX Far Term VXST
977,SPX Near Term VXST
978,CBOE Spx Nearterm Expiry Vix
979,CBOE U.S.-Europe-Japan Basket
980,CBOE Vix Premium Strategy
981,CBOE Vix Tail Hedge
982,CBOE Vix Volatility
983,CBOE Vxeem Ask
984,CBOE Vxeem Bid
985,CBOE/Cbot Corn Volatility
986,CBOE/Cbot Soybean Volatility
987,CBOE S&P 500 95-110 Collar
988,NQ OMX Lighting
989,AMEX Tick Index
990,NQ OMX Healthy Living
991,DJ U.S. Relative Value
992,DJ U.S. Thematic Long Size
993,DJ U.S. Thematic Long Quality
994,DJ U.S. High Momentum
995,DJ US Low Beta
996,DJ U.S. Select Regional Banks
997,DJ US Select Pharmaceuticals
998,DJ US Select Oil Equipment Services
999,DJ US Select Oil Exploration Prod
1000,DJ US Select Medical Equipment
1001,DJ US Select Investment Services
1002,DJ US Select Home Construction
1003,DJ US Select Health Care Providers
1004,DJ US Select Aerospace Defense
1005,Mini SPX
1006,CBOE S&P 500 BuyWrite
1007,NDXF 4XS
1008,NDXF 3XS
1009,NDXF 4XL
1010,NDXF 3XL
1011,SPXF 4XS
1012,SPXF 3XS
1013,SPXF 4XL
1014,SPXF 3XL
1015,DJIAF 4XS
1016,DJ US Thematic Market Neut Low Beta
1017,DJIAF 3XS
1018,DJ US Thematic Market Neut Momentum
1019,DJ US Thematic Market Neutral Size
1020,NQ US Broad Dividend Achievers
1021,DJ Islamic Market US Small-Cap
1022,DJ Islamic Market US Large-Cap
1023,DJ Global ex-US Select Real Estate
1024,DJ US Select Real Estate
1025,DJ U.S. Target Today
1026,DJ U.S. Target 2055
1027,DJ U.S. Target 2050
1028,DJ U.S. Target 2045
1029,DJ U.S. Target 2040
1030,DJ U.S. Target 2035
1031,DJ U.S. Target 2030
1032,DJ U.S. Target 2025
1033,DJ U.S. Target 2020
1034,DJ U.S. Target 2015
1035,DJ U.S. Target 2010
1036,DJ U.S. Target 2005
1037,DJ Islamic Market US Titans 50
1038,DJ US Select Equal Weight REIT CAD
1039,DJ US Select Equal Weight REIT USD
1040,DJ U.S. Short Relative Value
1041,DJ U.S. Thematic Short Size
1042,DJ US Thematic Short Quality
1043,DJ U.S. Low Momentum
1044,DJ US High Beta
1045,DJ US Thematic Market Neut Quality
1046,DJIAF 4XL
1047,DJIAF 3XL
1048,DJ US Mid Cap Total Market
1049,DJ Equal Weight US Issued Corporate Bond TR
1050,TR US 10 Year Government Benchmark
1051,TR US 7 Years Government Benchmark
1052,TR US 5 Years Government Benchmark
1053,TR US 30 Years Government Benchmark
1054,TR US 3 Years Government Benchmark
1055,TR US 2 Years Government Benchmark
1056,SGI Double Short 10Y US Treasuries
1057,CBK FED Funds Effective Rate USD
1058,Short Treas 7-10T
1059,MSCI US REIT
1060,NQ US Benchmark Technology
1061,NQ US Benchmark Financ Services
1062,NQ US Benchmark Real Estate
1063,NQ US Benchmark Insurance
1064,NQ US Benchmark Banks
1065,NQ US Benchmark Financials
1066,NQ US Benchmark Utilities
1067,NQ US Benchmark Telecommunications
1068,NQ US Benchmark Retail
1069,NQ US Benchmark Pharmaceuticals & Biotechnology
1070,NQ US Benchmark Health Care
1071,NQ US Benchmark Personal & Household Goods
1072,NQ US Benchmark Food & Beverage
1073,NQ US Benchmark Automobiles & Parts
1074,TR US 50
1075,MSCI USA
1076,Russell Midcap NR
1077,KBW Financial Sector Dividend Yield
1078,CRSP US Total Market
1079,NQ OMX Healthy Living TR
1080,CRSP US Mid Cap
1081,CRSP US Mega Cap
1082,CRSP US Large Cap
1083,MSCI United States Short Gross USD
1084,MSCI US RE Price USD
1085,MSCI US Small Net USD
1086,MSCI US Mid Price USD
1087,MSCI US Mid Net USD
1088,MSCI US Large Price USD
1089,MSCI US Large Net USD
1090,NQ US Dividend Achievers 50
1091,MSCI USA Quality NR USD
1092,MSCI US Leveraged 2x Net EUR
1093,S&P High Yield Div Aristocrats TR
1094,S&P 600 TR
1095,S&P 500 TR
1096,SP 500 VIX Short Term Futures TRI
1097,SP 500 VIX Mid Term Futures TRI
1098,S&P 500 Low Volatility Net TR
1099,SP 500 EUR Hedged NTR
1100,MSCI USA Barra Momentum
1101,MSCI USA Barra Low Volatility
1102,MSCI USA Barra Low Leverage
1103,MSCI USA Barra Earnings Yield
1104,MSCI US Growth Net USD
1105,NQ US Buyback Achievers
1106,NQ US Buyback Achievers Select
1107,NQ US Dividend Achievers Select
1108,NQ US Benchmark Consumer Services
1109,NQ US Benchmark Pharmaceuticals
1110,NQ US Benchmark Biotechnology
1111,NQ US Benchmark Medical Supplies
1112,NQ US Benchmark Medical Equipment
1113,NQ US Benchmark Health Care Providers
1114,NQ US Benchmark Health Care Equipment & Services
1115,NQ US Benchmark Tobacco
1116,NQ US Benchmark Personal Products
1117,NQ US Benchmark Footwear
1118,NQ US Benchmark Clothing & Accessories
1119,NQ US Benchmark Personal Goods
1120,NQ US Benchmark Toys
1121,NQ US Benchmark Recreational Products
1122,NQ US Benchmark Consumer Electronics
1123,NQ US Benchmark Leisure Goods
1124,NQ US Benchmark Furnishings
1125,NQ US Benchmark Nondurable Household Products
1126,NQ US Benchmark Durable Household Products
1127,NQ US Benchmark Food Products
1128,NQ US Benchmark Farming & Fishing
1129,NQ US Benchmark Food Producers
1130,NQ US Benchmark Soft Drinks
1131,NQ US Benchmark Distillers & Vintners
1132,NQ US Benchmark Beverages
1133,NQ US Benchmark Food & Drug Retailers
1134,NQ US Benchmark Drug Retailers
1135,NQ US Benchmark Food Retailers & Wholesalers
1136,NQ US Benchmark General Retailers
1137,NQ US Benchmark Property & Casualty Insurance
1138,NQ US Benchmark Full Line Insurance
1139,NQ US Benchmark Nonlife Insurance
1140,NQ US Benchmark Water
1141,NQ US Benchmark Multiutilities
1142,"NQ US Benchmark Gas, Water & Multiutilities"
1143,NQ US Benchmark Conventional Electricity
1144,NQ US Benchmark Electricity
1145,NQ US Benchmark Mobile Telecommunications
1146,NQ US Benchmark Fixed Line Telecommunications
1147,NQ US Benchmark Travel & Tourism
1148,NQ US Benchmark Restaurants & Bars
1149,NQ US Benchmark Auto Parts
1150,NQ US Benchmark Recreational Services
1151,NQ US Benchmark Gambling
1152,NQ US Benchmark Airlines
1153,NQ US Benchmark Travel & Leisure
1154,NQ US Benchmark Publishing
1155,NQ US Benchmark Media Agencies
1156,NQ US Benchmark Broadcasting & Entertainment
1157,NQ US Benchmark Media
1158,NQ US Benchmark Specialty Retailers
1159,NQ US Benchmark Specialized Consumer Services
1160,NQ US Benchmark Home Improvement Retailers
1161,NQ US Benchmark Broadline Retailers
1162,NQ US Benchmark Apparel Retailers
1163,NQ US Benchmark Hotels
1164,NQ US Benchmark Transportation Services
1165,NQ US Benchmark Consumer Goods
1166,NQ US Benchmark Industrial Suppliers
1167,NQ US Benchmark Forestry & Paper
1168,NQ US Benchmark Basic Resources
1169,NQ US Benchmark Specialty Chemicals
1170,NQ US Benchmark Commodity Chemicals
1171,NQ US Benchmark Renewable Energy Equipment
1172,NQ US Benchmark Alternative Energy
1173,NQ US Benchmark Pipelines
1174,NQ US Benchmark Oil Equipment & Services
1175,NQ US Benchmark Integrated Oil & Gas
1176,NQ US Benchmark Exploration & Production
1177,NQ US Benchmark Oil & Gas Producers
1178,NQ Chaikin Power US Large Cap
1179,NQ US Preferred Security
1180,NQ US Multi-Asset Diversified Income
1181,NQ AlphaDEX US Total Market
1182,NQ US Rising Dividend Achievers
1183,NQ Chaikin Power US Dividend Achievers
1184,NQ 100 Ex Tech Sector
1185,NQ 100 Technology Sector
1186,NQ 100 3x Inverse
1187,NQ 100 3x Leveraged
1188,NQ 100 Currency Hedged EUR
1189,NQ 100 Equal Weighted
1190,NQ 100 Currency Hedged CAD
1191,NQ OMX Green Economy US
1192,NQ US Benchmark Paper
1193,NQ US Benchmark Industrial Metals & Mining
1194,NQ US Benchmark Nonferrous Metals
1195,NQ US Benchmark Coal
1196,NQ US Benchmark Financial Administration
1197,NQ US Benchmark Business Training & Emp Agencies
1198,NQ US Benchmark Business Support Services
1199,NQ US Benchmark Support Services
1200,NQ US Benchmark Trucking
1201,NQ US Benchmark Railroads
1202,NQ US Benchmark Marine Transportation
1203,NQ US Benchmark Delivery Services
1204,NQ US Benchmark Industrial Transportation
1205,NQ US Benchmark Industrial Machinery
1206,NQ US Benchmark Commercial Vehicles & Trucks
1207,NQ US Benchmark Industrial Engineering
1208,NQ US Benchmark Waste & Disposal Services
1209,NQ US Benchmark Electronic Equipment
1210,NQ US Benchmark Electronic & Electrical Equipment
1211,NQ US Benchmark Diversified Industrials
1212,NQ US Benchmark Containers & Packaging
1213,NQ US Benchmark General Industrials
1214,NQ US Benchmark Defense
1215,NQ US Benchmark Aerospace
1216,NQ US Benchmark Industrial G&S
1217,NQ US Benchmark Building Materials & Fixtures
1218,NQ US Benchmark Construction & Materials
1219,NQ US Benchmark Industrials
1220,NQ US Benchmark Gold Mining
1221,NQ US Benchmark General Mining
1222,NQ US Benchmark Electrical Components & Equipment
1223,NQ US Benchmark Aerospace & Defense
1224,CRSP US Small Cap
1225,ISE Cyber Security UCITS
1226,DJ Pharmaceuticals
1227,NQ OMX Clean Energy Europe
1228,NQ OMX Clean Energy Asia TR
1229,NQ OMX Clean Energy Asia
1230,NQ OMX Clean Edge Smart Grid Infrastructure
1231,NQ OMX China Technology
1232,NQ Dividend Achievers TR
1233,NQ OMX CEA Smartphone TR
1234,DJ Personal Products
1235,NQ OMX CEA Smartphone
1236,NQ OMX Bio/Clean Fuels
1237,NQ OMX Advanced Materials TR
1238,NQ OMX Advanced Materials
1239,DJ Pharmaceuticals & Biotechnology
1240,DJ Pipelines
1241,DJ Precious Metals
1242,DJ Property & Casualty Insurance
1243,DJ Publishing
1244,NQ OMX Bio/Clean Fuels TR
1245,DJ Railroads
1246,DJ Personal Goods
1247,DJ Paper
1248,DJ Media Agencies
1249,DJ Medical Equipment
1250,DJ Medical Supplies
1251,DJ Mining
1252,DJ Mobile Telecom
1253,DJ Mortgage Finance
1254,DJ Mortgage
1255,NQ OMX Clean Energy US
1256,DJ Personal & Household Goods
1257,NQ Dividend Achievers
1258,NQ OMX Clean Energy Focused
1259,NQ OMX Clean Energy Europe TR
1260,DJ Multiutilities
1261,DJ Nonferrous Metals
1262,DJ Nonlife Insurance
1263,DJ Oil & Gas Producers
1264,DJ Oil Equipment & Services
1265,DJ Oil Equipment Services & Distribution
1266,DJ Travel & Tourism
1267,DJ RE
1268,DJ Real Estate Holding & Development
1269,DJ Real Estate Investment & Services
1270,DJ Software
1271,DJ Fixed Line Telecom
1272,DJ Electronic Office Equipment
1273,DJ Water
1274,DJ Waste & Disposal Services
1275,DJ Software & Computer Services
1276,DJ Specialized Consumer Services
1277,DJ Specialty Chemicals
1278,DJ Soft Drinks
1279,DJ Specialty Finance
1280,DJ Specialty Retailers
1281,DJ Support Services
1282,DJ Technology Hardware & Equipment
1283,DJ Tires
1284,DJ Tobacco
1285,DJ Toys
1286,DJ Transportation Services
1287,DJ Travel & Leisure
1288,DJ Specialty REITs
1289,DJ Semiconductors
1290,DJ Select REIT
1291,DJ Retailers
1292,DJ RE Services
1293,ISE Cyber Security NTR
1294,DJ Recreational Products
1295,DJ Recreational Services
1296,DJ Reinsurance
1297,DJ Residential
1298,ISE Cloud Computing TR
1299,ISE Cloud Computing
1300,FTSE RAFI US 100 Real Estate
1301,FTSE EPRA/NAREIT USA
1302,EEFund Video Game Tech PR
1303,NQ Internet TR
1304,EEFund Video Game Tech NTR
1305,DJ Restaurants & Bars
1306,EEFund Video Game Tech  GTR
1307,DJ Telecom Equipment
1308,DJ RE Investment Trusts
1309,DJ Nondurable Household
1310,DJ Retail REITs
1311,NQ OMX Clean Energy US TR
1312,DJ Media
1313,NQ OMX Clean Energy Focused TR
1314,DJ Trucking
1315,NQ US Benchmark Iron & Steel
1316,NQ OMX Energy Efficiency TR
1317,NQ OMX Energy Management
1318,NQ US Benchmark Chemicals
1319,MSCI US Net EUR
1320,NQ US Benchmark Basic Materials
1321,NQ OMX Energy Management TR
1322,NQ OMX Energy Storage
1323,NQ OMX Energy Storage TR
1324,NQ US Benchmark Oil & Gas
1325,MSCI US Net USD
1326,NQ OMX Green Economy Asia TR USD
1327,NQ OMX Green Economy
1328,NQ OMX Energy Efficiency
1329,NQ OMX Green Building TR
1330,NQ OMX Global Water TR
1331,NQ OMX Global Water
1332,NQ OMX Global Gold & Precious Metals
1333,NQ OMX Global Agriculture TR
1334,NQ OMX Global Agriculture Notional Net TR
1335,NQ OMX Global Agriculture
1336,DJ U.S. Select Insurance
1337,NQ Clean Edge Green Energy
1338,NQ OMX Geothermal TR
1339,NQ OMX Geothermal
1340,NQ OMX Fuel Cell
1341,NQ OMX Fuel Cell TR
1342,NQ US Technology Dividend
1343,NQ OMX Green Building
1344,DJ US Select Telecom
1345,NQ OMX Developer/Operator TR
1346,DJ Insurance
1347,ISE Cyber Security UCITS TR
1348,NQ OMX Green Transportation TR
1349,ISE Junior Silver Small Cap Miners/Explorers
1350,KBW Nasdaq Financial Technology
1351,ISE Cyber Security UCITS Net TR
1352,MS HI-Tech 35 Settlement Value
1353,DJ Marine Transportation
1354,NQ OMX Green Transportation
1355,NQ OMX Green IT TR
1356,DJ Life Insurance
1357,NQ OMX Green IT
1358,DJ Leisure Goods
1359,NQ OMX Green Economy TR
1360,NQ 100 Technology TR
1361,NQ US Benchmark Mining
1362,NQ OMX Green Economy ex-US USD
1363,NQ OMX Green Economy Europe USD
1364,NQ OMX Green Economy Europe TR USD
1365,NQ OMX Green Economy Asia USD
1366,NQ OMX Developer/Operator
1367,DJ Large-Cap Technology
1368,DJ Iron & Steel
1369,DJ Investment Services
1370,DJ Internet Services
1371,DJ Internet Composite
1372,DJ Internet Commerce
1373,DJ Internet
1374,DJ Integrated Oil & Gas
1375,DJ Insurance Brokers
1376,NQ OMX Green Economy ex-US TR USD
1377,DJ Global ex-U.S. Select REIT
